2026-03-23 15:09:47.438 [reactor-http-nio-3] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /plans, Method: GET
2026-03-24 15:04:29.240 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/1, Method: GET
2026-03-24 15:04:29.240 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/1, Validating JWT token
2026-03-24 15:04:29.242 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/1
2026-03-24 15:04:29.242 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/1
2026-03-24 15:04:29.242 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/1
2026-03-24 15:04:42.809 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/2, Method: GET
2026-03-24 15:04:42.809 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/2, Validating JWT token
2026-03-24 15:04:42.812 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/2
2026-03-24 15:04:42.812 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/2
2026-03-24 15:04:42.812 [reactor-http-nio-5] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/2
2026-03-24 15:22:32.915 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:22:32.915 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:22:32.918 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:22:32.918 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:22:32.918 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
2026-03-24 15:22:41.265 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:22:41.265 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:22:41.267 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:22:41.267 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:22:41.267 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
2026-03-24 15:22:47.129 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/1, Method: GET
2026-03-24 15:22:47.129 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/1, Validating JWT token
2026-03-24 15:22:47.131 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/1
2026-03-24 15:22:47.131 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/1
2026-03-24 15:22:47.131 [reactor-http-nio-9] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/1
2026-03-24 15:24:04.617 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /plans, Method: GET
2026-03-24 15:24:04.618 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /plans, Validating JWT token
2026-03-24 15:24:04.620 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /plans
2026-03-24 15:24:04.620 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /plans
2026-03-24 15:24:04.620 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /plans
2026-03-24 15:24:16.798 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:24:16.798 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:24:16.799 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:24:16.799 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:24:16.799 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
2026-03-24 15:24:25.400 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:24:25.400 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:24:25.402 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:24:25.402 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:24:25.402 [reactor-http-nio-11] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
2026-03-24 15:28:53.174 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:28:53.174 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:28:53.176 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:28:53.176 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:28:53.177 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
2026-03-24 15:28:56.483 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:28:56.484 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:28:56.486 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:28:56.486 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:28:56.486 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
2026-03-24 15:29:00.985 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/1, Method: GET
2026-03-24 15:29:00.985 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/1, Validating JWT token
2026-03-24 15:29:00.987 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/1
2026-03-24 15:29:00.987 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/1
2026-03-24 15:29:00.987 [reactor-http-nio-2] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/1
2026-03-24 15:42:36.074 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/1, Method: GET
2026-03-24 15:42:36.074 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/1, Validating JWT token
2026-03-24 15:42:36.076 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/1
2026-03-24 15:42:36.076 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/1
2026-03-24 15:42:36.076 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/1
2026-03-24 15:42:57.635 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/1, Method: GET
2026-03-24 15:42:57.635 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/1, Validating JWT token
2026-03-24 15:42:57.637 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/1
2026-03-24 15:42:57.637 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/1
2026-03-24 15:42:57.637 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/1
2026-03-24 15:43:04.353 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users/1, Method: GET
2026-03-24 15:43:04.353 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users/1, Validating JWT token
2026-03-24 15:43:04.355 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users/1
2026-03-24 15:43:04.355 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users/1
2026-03-24 15:43:04.355 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users/1
2026-03-24 15:43:07.483 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Incoming request - Path: /users, Method: GET
2026-03-24 15:43:07.483 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Protected endpoint accessed - Path: /users, Validating JWT token
2026-03-24 15:43:07.485 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT token validated successfully for path: /users
2026-03-24 15:43:07.485 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - JWT claims extracted - Email: test@gmail.com, Role: ROLE_ADMIN, UserId: 3, Path: /users
2026-03-24 15:43:07.485 [reactor-http-nio-7] INFO  c.o.a.filter.JwtAuthenticationFilter - Request headers mutated with user information - Email: test@gmail.com, Role: ROLE_ADMIN, Path: /users
